material_code,material_name,modelnum,huid_productline_name,baseunit_number,baseunit_name,group_name,group_type,materialattr,purchase_fixedleadtime,purchase_huid_batchqty,purchase_huid_minlotsize,product_fixedleadtime,material_standard_price,product_status
733-000155,贴片电感,TDCL1005C9N1JTDF,公用物料,pcs,个,原材料-电子料,电感,外购,98.00,,,1.00,0.007345,未上架
972-000774,GNSS定位模块,UAU1114-1216BB0,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,28.00,,,1.00,7.800051,未上架
454-000221,二极管,TD10U60SL,公用物料,pcs,个,原材料-电子料,二极管,外购,28.00,,,1.00,0.689978,未上架
725-000431,贴片陶瓷电容,"2.2uf,10v,0201,10%",公用物料,pcs,个,原材料-电子料,电容,外购,126.00,,,1.00,0.124978,未上架
359-000035,角度传感器,,无人车,pcs,个,原材料-电子料,通用电气零件,外购,42.00,,,1.00,184.000047,未上架
321-000432,YS403_模块FPC_P1_PCB,YS403_MODULE_FPC_P1_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,35.00,,,1.00,1.000050,未上架
838-000338,YN580 定位天线转接线,HX-DUX611A-JG010,无人机,pcs,个,原材料-包装料,天线、传感器&摄像头,外购,35.00,,,1.00,,未上架
539-000497,功率电阻,QE2512FKF070R1L,公用物料,pcs,个,原材料-电子料,电阻,外购,140.00,,,1.00,,未上架
539-000601,贴片电阻,4.7R，0805，5%，1/2W，防脉冲,公用物料,pcs,个,原材料-电子料,电阻,外购,126.00,,,1.00,0.029945,未上架
539-000477,贴片电阻,"60.4R,0805,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,42.00,,,1.00,0.004181,未上架
165-001826,YN580双目摄像头减震脚垫,φ17*11.9mm，60度橙色硅胶,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,1.250006,未上架
972-000608,充电芯片,TGM41573XTSE32G/TR,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,64.00,,,1.00,5.360042,未上架
725-000078,贴片陶瓷电容,"470NF,25V,0402,10%",公用物料,pcs,个,原材料-电子料,电容,外购,126.00,,,1.00,0.024295,未上架
539-000502,热敏电阻,DMFD103J3900HANT,公用物料,pcs,个,原材料-电子料,电阻,外购,35.00,,,1.00,0.050963,未上架
849-001184,外壳后下盖板总成,"R235,哑光黑RAL 9011",无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,30.000031,未上架
588-000541,YS410_YI3519主板_P1_S01_PCBA,YS410_YI3519_P1_S01_PCBA,无人机,pcs,个,原材料-半成品,已贴线路板,委外,10.00,,,1.00,,未上架
606-000053,YN100大纸箱格栅底板,660mmX380mm，B瓦材质厚度3mm(一箱五个),智能定位,pcs,个,原材料-包装料,包装材料,外购,14.00,,,1.00,,未上架
972-000845,LTE(Cat4)无线通信数据模块,TLM750-VA,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,42.00,,,1.00,136.500045,未上架
725-000104,贴片陶瓷电容,"1uF,10V,0402,10%",公用物料,pcs,个,原材料-电子料,电容,外购,70.00,,,1.00,0.004972,未上架
539-000008,贴片电阻,"10K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001921,未上架
321-000567,YN580后接口板P4_PCB,YN580后接口板P4_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,35.00,,,1.00,37.699964,未上架
356-000356,天线底座MMCX-KE-7536,ZK-MMCX-KE-7536,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,35.00,,,1.00,1.279951,未上架
165-001890,YN580外关节3号,"""L*W*H：964.5*61.8*85.4mm，材质：QA66+30%CF,黑色;内嵌不锈钢关节轴套。模内注塑：外径54.6mm，壁厚1.8mm碳管""",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,42.00,,,1.00,,未上架
165-001981,YN580_航电铭牌,航电铭牌，黑底丝印白色无logo，五处印刷开窗透光，66.67*47.81*1.3mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,,未上架
849-000854,M2.5*8扁平头十字螺丝,L=8mm，不锈钢，加耐落，螺丝要求：第3到第10个螺牙要整圈涂耐落漆,公用物料,pcs,个,原材料-组装料,五金件,外购,17.00,,,1.00,,未上架
165-003438,前车铜排6-后分电板正,T2,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,1.00,,,1.00,82.200042,未上架
165-001413,YN402_五向按键,黑色塑胶，外观晒纹,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
539-000406,贴片电阻,"16.5K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,42.00,,,1.00,0.001243,未上架
539-000444,贴片电阻,"820R,0603,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,112.00,,,1.00,0.004746,未上架
359-000036,角度传感器磁铁,,无人车,pcs,个,原材料-组装料,通用电气零件,外购,42.00,,,1.00,1.000050,未上架
849-001323,M8*30_304不锈钢外六角法兰面螺栓,M8*30  304不锈钢,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,0.424993,未上架
770-000147,701帝硕七芯连接器,七芯，连接器长度21.3mm，直径15.4mm,公用物料,pcs,个,原材料-组装料,连接器2（非电子）,外购,35.00,,,1.00,,未上架
454-000286,贴片二极管,TMF24AL,公用物料,pcs,个,原材料-电子料,二极管,外购,56.00,,,1.00,0.104977,未上架
165-001453,YN501改版后壳_(英文版),,自动驾驶,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
527-000055,有源晶振,P52JF-WUM-50M,公用物料,pcs,个,原材料-电子料,晶体振荡器,外购,42.00,,,1.00,1.299952,未上架
539-000330,贴片电阻,"470K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001921,未上架
454-000252,肖特基二极管,SB751V-40,公用物料,pcs,个,原材料-电子料,二极管,外购,70.00,,,1.00,0.052545,未上架
994-000387,701CAN口一拖三线束（帝硕）,线束总长4米，一端连接器A108L-8A，另一端一分三，连接器 均为CJ-M12防水4P-G101,监测终端,pcs,个,原材料-组装料,线束（组装线束）,外购,35.00,,,1.00,,未上架
588-000662,YC302B电调电容板CAP_P0_PCBA,YC302B电调电容板CAP_P0_PCBA,无人机,pcs,个,原材料-半成品,已贴线路板,委外,1.00,,,1.00,,未上架
972-000227,雷达收发器,UEF8102EN/N1E,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,363.00,,,1.00,,未上架
165-002059,YS50机尾雷达防水硅胶圈,55度橙色硅胶，光面,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,,未上架
539-000555,贴片电阻,防脉冲电阻 49.9 Ohms ±1% 0.2W 0402,公用物料,pcs,个,原材料-电子料,电阻,外购,98.00,,,1.00,,未上架
725-000179,贴片陶瓷电容,"56pF,50V,0402,5%,NP0",公用物料,pcs,个,原材料-电子料,电容,外购,98.00,,,1.00,0.002373,未上架
725-000257,贴片铝电解电容,VH1H470MF065000CEO,公用物料,pcs,个,原材料-电子料,电容,外购,28.00,,,1.00,0.266002,未上架
165-000755,UA400底壳,110*87.6*18.8，黑色PC,智能定位,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
554-000031,同步升压转换芯片,TY7120RAC,公用物料,pcs,个,原材料-电子料,稳压器,外购,140.00,,,1.00,2.300002,未上架
539-000056,贴片电阻,"2R,1206,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.009492,未上架
972-000654,MCU,NIMXRT1021CAG4B,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,112.00,,,1.00,18.300011,未上架
972-000113,音频放大器,UPA6211A1TDGNRQ1,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,112.00,,,1.00,2.119993,未上架
725-000100,贴片陶瓷电容,"10nF,50V,0402,10%",公用物料,pcs,个,原材料-电子料,电容,外购,105.00,,,1.00,0.005537,未上架
849-001042,1号电机支架抱箍A（S22新款）,"S22，材质：6061铝；颜色：黑色，尾部带1颗M6*25mm的内六角弹垫组合螺丝(具体规格：TUS304,螺牙长度25mm，弹垫厚度1.3mm，GB93弹垫外径MAX:10.08mm，螺丝头径9.88-10.22mm，第3到第10个螺牙00-180度耐落漆，以上物料需满足中性盐雾72小时；强度等级：A2-70",自动驾驶,pcs,个,原材料-组装料,五金件,外购,28.00,,,1.00,12.550006,未上架
358-000128,P沟道MOS管,KMTG080P03A,公用物料,pcs,个,原材料-电子料,晶体管,外购,112.00,,,1.00,0.700035,未上架
838-000156,YN408 4G DIV支架天线,"频率：924-960/2710-2690（MHz），VSWR（Free）≦1.5,IPEX 一代，线长130mm,线径1.37mm，低损，天线长宽：35.18*10.9mm",自动驾驶,pcs,个,原材料-包装料,天线、传感器&摄像头,外购,35.00,,,1.00,,未上架
795-000264,701pro屏蔽罩,30.95*20.9*1.8，不锈钢,自动驾驶,pcs,个,原材料-组装料,通用机械零件,外购,21.00,,,1.00,,未上架
795-000884,YN403主板CPU屏蔽罩,不锈钢304，外观尺寸：46.2*42.1*2.58 0.15mm，厚度0.15mm,自动驾驶,pcs,个,原材料-组装料,通用机械零件,外购,21.00,,,1.00,1.199947,未上架
895-000038,轻触开关,ZZKDK12T43S260,公用物料,pcs,个,原材料-组装料,开关,外购,28.00,,,1.00,0.140007,未上架
849-001198,后后轮车轮轴,45#、R235,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,68.000010,未上架
849-001251,称重计固定支架,M:Al 7061  T5 C:黑色阳极氧化,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,170.000025,未上架
539-000169,贴片电阻,"13K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,98.00,,,1.00,0.002712,未上架
539-000439,贴片低阻值采样电阻,MR2512-23R003F4,公用物料,pcs,个,原材料-电子料,电阻,外购,140.00,,,1.00,0.369962,未上架
795-000801,电调铜条5,T2紫铜，31*7*0.8,无人机,pcs,个,原材料-组装料,通用机械零件,外购,33.00,,,1.00,0.335045,未上架
733-000210,磁珠,DBM160808U221T,公用物料,pcs,个,原材料-电子料,电感,外购,140.00,,,1.00,,未上架
501-000006,网络变压器,C1601S-5.0(工业级),公用物料,pcs,个,原材料-电子料,变压器,外购,42.00,,,1.00,0.569972,未上架
321-000396,UA500_P4_PCB,UA500_P4_PCB,智能定位,pcs,个,原材料-电子料,印刷线路板,外购,35.00,,,1.00,,未上架
588-000342,YS504_避障板FPC排线_24PIN_P0_S01_PCBA,YS504_避障板FPC排线_24PIN_P0_S01_PCBA,无人机,pcs,个,原材料-半成品,已贴线路板,委外,18.00,,,1.00,,未上架
972-000170,高清视频解码芯片,SN6854MGQW,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,84.00,,,1.00,,未上架
588-000649,YS210_自研IMU模块_P1_PCBA,YS210_IMU_P1_PCBA,自动驾驶,pcs,个,原材料-半成品,已贴线路板,委外,14.00,,,1.00,,未上架
725-000338,贴片陶瓷电容,"47uF,10V,1206,20%",公用物料,pcs,个,原材料-电子料,电容,外购,84.00,,,1.00,0.482058,未上架
454-000237,稳压二极管,CZD52C15,公用物料,pcs,个,原材料-电子料,二极管,外购,56.00,,,1.00,0.049946,未上架
849-000195,M2.5*9+3单头六角铜柱，六角对边尺寸4.9,M2.5*9+3单头六角铜柱，本色，外牙M2.5*3，内牙M2.5牙深不低于6mm，六角对边4.9mm，长度9mm,公用物料,pcs,个,原材料-组装料,五金件,外购,13.00,,,1.00,,未上架
539-000407,贴片电阻,"953K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,35.00,,,1.00,0.001243,未上架
539-000244,贴片电阻,"3K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001921,未上架
849-000700,M3*6-不锈钢十字圆头机牙螺丝_半耐落,304不锈钢；本色；强度等级：A2-70；第3到第10个螺牙要半圈涂耐落漆，中性盐雾72小时；符合GB /T 918 - 2016标准(螺丝头槽号H型)；,公用物料,pcs,个,原材料-组装料,五金件,外购,15.00,,,1.00,,未上架
165-001234,YN540pro雷达定子固定板,圆形，外径φ80.4mm，高度7.7mm，材料BDC12,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,42.00,,,1.00,,未上架
356-000557,M12防水6P-A款板端公头-26L,M12防水6P-A code板端公头1.0针 前锁面板式M12 TW17-26L,自动驾驶,pcs,个,原材料-组装料,连接器1（电子）,外购,42.00,,,1.00,5.549995,未上架
849-001261,M1.6*4_不锈钢十字薄平头螺丝_整圈耐落,"304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时，符合GB/T 918-2016",无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,0.140120,未上架
165-000771,YN501MOS屏蔽罩支架,67.13*46.7*6.3，洋白铜,自动驾驶,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,,未上架
795-000947,YN503视频解码屏蔽罩,不锈钢304，外观尺寸：29.2*25.1*3.7mm，厚度0.15mm,自动驾驶,pcs,个,原材料-组装料,通用机械零件,外购,21.00,,,1.00,0.249956,未上架
165-003886,接收机可调节底座,,自动驾驶,pcs,个,原材料-组装料,待分类,外购,1.00,,,1.00,,未上架
539-000218,贴片电阻,"100K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,35.00,,,1.00,0.001243,未上架
849-001221,前车配电盒上盖,铝合金,无人车,pcs,个,原材料-组装料,五金件,外购,35.00,,,1.00,75.600051,未上架
733-000199,贴片功率电感,MQW15AN2N7B80D,公用物料,pcs,个,原材料-电子料,电感,外购,140.00,,,1.00,0.237300,未上架
165-003468,作业铜排2-作业分电板负,T2,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,1.00,,,1.00,34.600035,未上架
539-000086,贴片电阻,"36K,1206,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,112.00,,,1.00,0.009040,未上架
849-001222,前车配电盒底座,铝合金,无人车,pcs,个,原材料-组装料,五金件,外购,35.00,,,1.00,81.600012,未上架
454-000136,肖特基二极管,C360AE-13,公用物料,pcs,个,原材料-电子料,二极管,外购,140.00,,,1.00,0.555847,未上架
849-001272,M12*55_外六角螺栓,M12*55  10.9级达克罗,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,0.776310,未上架
165-001936,YS403 左右FPC加强板泡棉,8.0*4.5*1.1；黑色 EVA泡棉带背胶,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,14.00,,,1.00,0.145996,未上架
165-002321,YN525_外关节2号,"""L*W*H：740*56*76mm，材质：QA66+30%CF,黑色;内嵌“YN525关节轴套”模内注塑：外径50mm，壁厚1.5mm碳管""",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,42.00,,,1.00,,未上架
165-001415,YN402_顶部按键右,黑色塑胶，外观晒纹,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
539-000048,贴片电阻,"120K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001469,未上架
539-000326,贴片电阻,"10K,0805,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.005311,未上架
321-000461,YS506_V2_定高FPC_40PIN_P0_PCB,YS506_V2_定高FPC_40PIN_P0_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,35.00,,,1.00,1.799977,未上架
795-000353,YN540PRO_气压计周圈密封泡棉,黑色泡棉，正面带蓝色离型膜，背面带背胶，53*23.5*0.8mm,无人机,pcs,个,原材料-组装料,通用机械零件,外购,21.00,,,1.00,,未上架
972-000726,CPU,SK3576J,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,28.00,,,1.00,148.499967,未上架
165-002402,YS410摄像头防水硅胶圈V1.1,红色硅胶，45度,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,0.712465,未上架
588-000458,YN402遥控器 波轮右小板P1_ PCBA,YN402_ROCKER_Right_CON_P1,无人机,pcs,个,原材料-半成品,已贴线路板,委外,33.00,,,1.00,,未上架
165-000801,YN540PRO_主控板屏蔽框4,0.2mm洋白铜 18.74*13.54*2.7mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,,未上架
795-001180,盖板磁铁,40*10*3双孔距20,无人车,pcs,个,原材料-组装料,通用机械零件,外购,28.00,,,1.00,5.000024,未上架
165-001406,YN402_指示灯导光柱,半透明导光柱，透明PC+扩散粉,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
733-000237,一体成型功率电感,DSBA1275-320M,公用物料,pcs,个,原材料-电子料,电感,外购,35.00,,,1.00,3.479948,未上架
588-000677,YC403_SK3576_P1_S01_PCBA,YC403_SK3576_P1_S01_PCBA,无人机,pcs,个,原材料-半成品,已贴线路板,委外,1.00,,,1.00,,未上架
539-000392,贴片电阻,"100K,0805,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.005311,未上架
725-000001,贴片陶瓷电容,"22pF,50V,0402,5%",公用物料,pcs,个,原材料-电子料,电容,外购,126.00,,,1.00,0.003955,未上架
165-002067,YS508机尾雷达散热片4,6W导热硅胶垫，尺寸：45*26*1mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,14.00,,,1.00,,未上架
725-000351,贴片陶瓷电容,"1nF,50V,0603,10%",公用物料,pcs,个,原材料-电子料,电容,外购,98.00,,,1.00,0.005989,未上架
795-000471,YN540pro旋转雷达定子板导热硅胶片1,L*W*H=5*5*1.2mm，6W,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,,未上架
165-000898,YN540pro旋转雷达码盘,环形，外径70.4mm，内径29.2mm，厚度0.15mm TUS304,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
725-000389,贯通型滤波器,"1UF,6.3V,2A,0603,10%",公用物料,pcs,个,原材料-电子料,电容,外购,70.00,,,1.00,,未上架
363-000575,配电盒内喷洒系统线束,10A 1.5平方,无人车,pcs,个,原材料-包装料,线束（包装线束）,外购,35.00,,,1.00,6.000300,未上架
994-000723,RTK线束延长线,FAKRA公转母 A型200mm,无人车,pcs,个,原材料-电子料,线束（组装线束）,外购,35.00,,,1.00,11.746576,未上架
690-000046,贴片发光二极管,29-217/Y5C-AP1Q2/6T,公用物料,pcs,个,原材料-电子料,发光二极管,外购,35.00,,,1.00,0.052997,未上架
363-000509,TB系列视频线-洋马6118R-右侧,长度1.0米外套波纹管HX12-4P母头+HX12-4P公头,智能大屏,pcs,个,原材料-包装料,线束（包装线束）,外购,35.00,,,1.00,,未上架
165-001898,YS403双目镜头支架,L*W*H：36*25*10.2；压铸铝钝化材料BDC12,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
972-000032,LED驱动器,TGM3726YTN6G/TR,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,64.00,,,1.00,,未上架
165-002508,YC403_航电铭牌 航电铭牌,航电铭牌，黑底丝印白色无logo，五处印刷开窗透光，66.67*47.81*1.3mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,2.099992,未上架
733-000175,功率电感,THP1004-2R2M,公用物料,pcs,个,原材料-电子料,电感,外购,30.00,,,1.00,0.440022,未上架
364-000075,PPTC,TMD0805P020TF-30,公用物料,pcs,个,原材料-电子料,保险丝&蜂鸣器类,外购,28.00,,,1.00,,未上架
364-000072,插件自恢复保险丝,TC250-110SW0D,公用物料,pcs,个,原材料-电子料,保险丝&蜂鸣器类,外购,28.00,,,1.00,,未上架
972-000159,贴片IMU,CMI088,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,140.00,,,1.00,,未上架
994-000621,YC400采集器上接直连线（屏蔽层+双绞版）,,智能播种,pcs,个,原材料-组装料,线束（组装线束）,外购,35.00,,,1.00,19.790029,未上架
539-000162,贴片电阻,"510R,0603,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,112.00,,,1.00,0.004746,未上架
725-000360,贴片陶瓷电容,10uF 10V 1402 20% X5R,公用物料,pcs,个,原材料-电子料,电容,外购,70.00,,,1.00,0.020453,未上架
165-003434,前车铜排2-接触器正,T2,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,1.00,,,1.00,120.000011,未上架
165-001812,YN580关节轴套,外径14*长62.8mm；材质：TUS316H,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,10.450014,未上架
539-000248,贴片电阻,"30K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001469,未上架
795-000731,UA400 P5 盖,19x12.9x3mm,智能定位,pcs,个,原材料-组装料,通用机械零件,外购,21.00,,,1.00,0.234023,未上架
165-000463,YN401电池充电座_导光柱,半透明塑胶，29.8*6*5mm，透明PC+0.1%散光粉,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,1.439959,未上架
165-001937,YS403左FPC泡棉1,68.8*43.0*1.1；黑色 EVA泡棉带背胶,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,14.00,,,1.00,0.680034,未上架
165-001925,YN580-双目装饰盖主体,"L*W*H：233.8*73.8*35.9mm；""PP+HF30%颜色QT4278""",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
165-003443,插栓式保险片50A,XCPF0050A-30HV,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,1.00,,,1.00,7.729991,未上架
165-002512,150电调MOS面导热垫1,材质:8W导热硅胶，厚度1.8mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,14.00,,,1.00,3.876013,未上架
725-000217,贴片陶瓷电容,"10nF,50V,0402,10%",公用物料,pcs,个,原材料-电子料,电容,外购,98.00,,,1.00,0.002486,未上架
849-001281,M2.5*8_不锈钢十字圆头机牙螺丝_整圈耐落,"304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时，符合GB/T 918-2016",无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,0.056500,未上架
527-000021,贴片无源晶振,7M25000012,公用物料,pcs,个,原材料-电子料,晶体振荡器,外购,49.00,,,1.00,,未上架
539-000281,贴片功率电阻,MR2512-22R020F4,公用物料,pcs,个,原材料-电子料,电阻,外购,70.00,,,1.00,0.288037,未上架
165-001924,YN580_航电模块下盖,铝合金压铸，BDC12，表面喷涂，颜色潘通金属色QT10388,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,42.00,,,1.00,,未上架
849-001293,M3_弹簧垫片,M3  304不锈钢,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,0.009605,未上架
849-000484,M3X7.5+4单头六角不锈钢螺柱，六角对边尺寸4.6,"M3*7.5+4单头六角304不锈钢螺柱，本色，外牙M3*4mm，内牙M3牙深不低于6mm，六角对边4.6mm,长度7.5mm",公用物料,pcs,个,原材料-组装料,五金件,外购,15.00,,,1.00,,未上架
478-000038,580V3无人机主机_双离心版总装（无双目_美国版FCC认证）,,无人机,pcs,个,原材料-组装料,HD590组装半成品,自制,,,,1.00,,未上架
358-000139,P沟道MOS管,Si2393DS-T1-GE3,公用物料,pcs,个,原材料-电子料,晶体管,外购,84.00,,,1.00,,未上架
554-000027,降压型转换器,NP4560DN-LF-Z,公用物料,pcs,个,原材料-电子料,稳压器,外购,126.00,,,1.00,2.949978,未上架
165-000193,机具识别器上盖,PC-ABS材质 灰色 601C/601S,监测终端,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,0.400020,未上架
539-000170,贴片电阻,"21K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,112.00,,,1.00,0.002825,未上架
849-001310,M5*24_304不锈钢平头倒边内六角螺栓,M5*24  304不锈钢,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,0.250634,未上架
165-003415,1寸螺纹接头,1寸螺纹,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,1.00,,,1.00,0.463300,未上架
321-000452,580后接口板P2_PCB,YN580_BACK CONTROL BOARD_P2_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,35.00,,,1.00,24.498400,未上架
972-000606,MCU,YN32E505VCT6,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,84.00,,,1.00,10.399955,未上架
539-000053,贴片电阻,"62R,0603,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,98.00,,,1.00,0.002825,未上架
539-000159,贴片电阻,"147K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,112.00,,,1.00,0.002825,未上架
972-000303,随机存储器,GM25CL64B-G,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,42.00,,,1.00,5.400044,未上架
165-003453,单目FPC粘贴泡棉胶,EVA泡棉，双面带胶TESA 4972,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,0.360018,未上架
363-000512,TB系列视频线-洋马6118R-卸粮,长度4.8米外套波纹管HX12-4P母头+HX12-4P公头,智能大屏,pcs,个,原材料-包装料,线束（包装线束）,外购,35.00,,,1.00,,未上架
849-001326,M8*75_防松外六角螺母螺栓组合,M8*75 45#,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,1.412500,未上架
554-000034,异步升压转换器,TY7208LABC,公用物料,pcs,个,原材料-电子料,稳压器,外购,140.00,,,1.00,0.700035,未上架
588-000839,IVS400_CAM_FPC_P0_S01_PCBA,IVS400_CAM_FPC_P0_S01_PCBA,无人车,pcs,个,原材料-半成品,已贴线路板,委外,1.00,,,1.00,,未上架
972-000459,收发器,NS2575,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,28.00,,,1.00,1.699972,未上架
539-000255,贴片电阻,"47K,0603,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.003503,未上架
725-000348,贴片陶瓷电容,"10NF,50V,0603,10%",公用物料,pcs,个,原材料-电子料,电容,外购,98.00,,,1.00,0.006102,未上架
165-001206,YN540PRO_主控板屏蔽罩9,0.15mm不锈钢54.79*48.06*1.95mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,,未上架
454-000011,肖特基二极管,C340AF-13,公用物料,pcs,个,原材料-电子料,二极管,外购,140.00,,,1.00,0.600030,未上架
554-000038,同步降压转换器,KW5093SOTI#TRPBF,公用物料,pcs,个,原材料-电子料,稳压器,外购,84.00,,,1.00,0.485900,未上架
795-001172,前轮胎总成,530*150,无人车,pcs,个,原材料-组装料,通用机械零件,外购,1.00,,,1.00,209.999991,未上架
