material_code,material_name,modelnum,huid_productline_name,baseunit_number,baseunit_name,group_name,group_type,materialattr,purchase_fixedleadtime,purchase_huid_batchqty,purchase_huid_minlotsize,product_fixedleadtime,material_standard_price,product_status
849-000214,Sample Business Label 494c3940,Sample Business Label 37798603,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,17.00,,,1.00,,Sample Business Label 14d9bbad
725-000325,Sample Business Label 05087a91,"15pF,50V,0402,5%,NP0",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,98.00,,,1.00,0.002486,Sample Business Label 14d9bbad
539-000242,Sample Business Label b85ec631,"953K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,98.00,,,1.00,0.001469,Sample Business Label 14d9bbad
165-001161,Sample Business Label 373befb9,,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
165-001350,Sample Business Label 31cd128c,Sample Business Label a800f86f,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,5.300039,Sample Business Label 14d9bbad
539-000595,Sample Business Label b85ec631,15R，0805，1%,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,98.00,,,1.00,0.005311,Sample Business Label 14d9bbad
454-000255,Sample Business Label 484d8f10,JEB4V5D3U,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5680b573,Purchased,56.00,,,1.00,0.105994,Sample Business Label 14d9bbad
356-000233,Sample Business Label a87e12a5,G0503WR-S-20P,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,25.00,,,1.00,0.240012,Sample Business Label 14d9bbad
165-001558,Sample Business Label a9bfc4da,45mm*8mm*8mm,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,21.00,,,1.00,0.161025,Sample Business Label 14d9bbad
539-000241,Sample Business Label b85ec631,"127K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,98.00,,,1.00,0.001469,Sample Business Label 14d9bbad
539-000096,Sample Business Label b85ec631,"226K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,98.00,,,1.00,0.001469,Sample Business Label 14d9bbad
454-000208,Sample Business Label f0e29f29,CZD52C18,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5680b573,Purchased,56.00,,,1.00,0.049946,Sample Business Label 14d9bbad
972-000165,Sample Business Label 8b8d284f,VM811SE,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,42.00,,,1.00,0.280014,Sample Business Label 14d9bbad
165-001769,Sample Business Label f37b0c90,Sample Business Label ccad113c,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,In-house,28.00,,,1.00,,Sample Business Label 14d9bbad
539-000062,Sample Business Label b85ec631,"62R,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.001921,Sample Business Label 14d9bbad
539-000251,Sample Business Label b85ec631,"1R,1206,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,35.00,,,1.00,0.010961,Sample Business Label 14d9bbad
838-000161,Sample Business Label ee2ddf5b,KE-2N19F-45,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 0e5444d0,Sample Business Label 6e9ebdaf,Purchased,180.00,,,1.00,7.200021,Sample Business Label 14d9bbad
321-000484,Sample Business Label ba9c0197,YS508_Radar_FPGA_P1_PCB,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,90.00,,,1.00,21.999970,Sample Business Label 14d9bbad
849-001254,Sample Business Label 7119d488,10*10*M8,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,1.00,,,1.00,1.609120,Sample Business Label 14d9bbad
972-000492,Sample Business Label 379f5500,STL8305NBI-VB-CG,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,56.00,,,1.00,7.349972,Sample Business Label 14d9bbad
725-000287,Sample Business Label e59cf86c,ERS1KM121G20OT,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,56.00,,,1.00,0.349961,Sample Business Label 14d9bbad
539-000309,Sample Business Label b85ec631,"0R,0201,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.002034,Sample Business Label 14d9bbad
527-000011,Sample Business Label 066ae8fd,E3SB25E00000VE,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f5e6f23a,Purchased,70.00,,,1.00,,Sample Business Label 14d9bbad
356-000255,Sample Business Label f48988f7,Sample Business Label 6f71bd18,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,42.00,,,1.00,3.959972,Sample Business Label 14d9bbad
849-000743,Sample Business Label 1e2dbf5d,Sample Business Label b3b24741,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,17.00,,,1.00,,Sample Business Label 14d9bbad
770-000074,Sample Business Label cae44bf4,AL108L-8B3,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 25c31db5,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
725-000172,Sample Business Label 05087a91,"220nF,±10%,50V,0805,X7R",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,140.00,,,1.00,0.105203,Sample Business Label 14d9bbad
733-000039,Sample Business Label 43b7aeb5,TWPA4030S4R7MT,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,28.00,,,1.00,0.180009,Sample Business Label 14d9bbad
165-002085,Sample Business Label b8dcdede,Sample Business Label 9f0a9d09,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,14.00,,,1.00,,Sample Business Label 14d9bbad
358-000029,Sample Business Label 7212157d,2N5401S-RTK/P,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5bce86f3,Purchased,140.00,,,1.00,0.115147,Sample Business Label 14d9bbad
795-000781,Sample Business Label f60215c2,Sample Business Label 16bd82d9,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 2d85aff0,Purchased,21.00,,,1.00,0.649976,Sample Business Label 14d9bbad
165-000735,Sample Business Label c1dfafdd,Sample Business Label 2b7fb940,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
972-000605,Sample Business Label 66d870af,UPT1042VQ-SO1R-S,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,168.00,,,1.00,,Sample Business Label 14d9bbad
358-000178,Sample Business Label c7de58d3,DJMP2011,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5bce86f3,Purchased,56.00,,,1.00,0.189953,Sample Business Label 14d9bbad
849-001317,Sample Business Label ac7ce560,Sample Business Label 2cab2aa3,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,1.00,,,1.00,0.268036,Sample Business Label 14d9bbad
994-000346,Sample Business Label eedf72b5,Sample Business Label 7a997a40,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d9643929,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
588-000581,Sample Business Label 3a36cd26,Sample Business Label 3a36cd26,Sample Business Label 1674b06f,pcs,piece,Sample Business Label f0207843,Sample Business Label 6ca8a46d,Outsourced,13.00,,,1.00,,Sample Business Label 14d9bbad
321-000550,Sample Business Label df424710,Sample Business Label df424710,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,45.00,,,1.00,,Sample Business Label 14d9bbad
539-000475,Sample Business Label b85ec631,"31.6K,0402,0.5%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,98.00,,,1.00,0.007345,Sample Business Label 14d9bbad
165-001285,Sample Business Label 23ae08c4,Sample Business Label 8aa0ef8b,Sample Business Label 5c716e22,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
539-000184,Sample Business Label b85ec631,"1K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,42.00,,,1.00,0.001243,Sample Business Label 14d9bbad
725-000171,Sample Business Label 05087a91,"10uF,±20%,10V,0603,X7R",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,112.00,,,1.00,0.138990,Sample Business Label 14d9bbad
165-001887,Sample Business Label 458c09d6,Sample Business Label a6984056,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,21.00,,,1.00,,Sample Business Label 14d9bbad
849-001294,Sample Business Label 1ac98207,R-M35-1.5P-62-12,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,1.00,,,1.00,16.333585,Sample Business Label 14d9bbad
454-000215,Sample Business Label 2b176d5b,KSPX340A,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5680b573,Purchased,56.00,,,1.00,0.113000,Sample Business Label 14d9bbad
733-000043,Sample Business Label 43b7aeb5,TWPA5040S100MT,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,30.00,,,1.00,0.168031,Sample Business Label 14d9bbad
588-000562,Sample Business Label 5a75f031,Sample Business Label 5a75f031,Sample Business Label 7bdc2d0a,pcs,piece,Sample Business Label f0207843,Sample Business Label 6ca8a46d,Outsourced,10.00,,,1.00,,Sample Business Label 14d9bbad
454-000184,Sample Business Label 26f453b2,BSB36CA,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5680b573,Purchased,56.00,,,1.00,2.219998,Sample Business Label 14d9bbad
838-000320,Sample Business Label 849472dd,Sample Business Label 034b9eb6,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 0e5444d0,Sample Business Label 6e9ebdaf,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
165-002303,Sample Business Label 877b90dc,Sample Business Label ffe2ea3c,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,21.00,,,1.00,,Sample Business Label 14d9bbad
725-000384,Sample Business Label 05087a91,"1uf,10v,0201,20%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,161.00,,,1.00,0.010961,Sample Business Label 14d9bbad
812-000095,Sample Business Label 4d105bb6,Sample Business Label 350c1910,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label f34ff6fa,Purchased,10.00,,,1.00,0.175037,Sample Business Label 14d9bbad
165-003385,Sample Business Label 9ec7b942,Sample Business Label b8ba89cc,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,1.00,,,1.00,75.000021,Sample Business Label 14d9bbad
849-001299,Sample Business Label a87cb70e,Sample Business Label ee77a6a4,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,1.00,,,1.00,0.078196,Sample Business Label 14d9bbad
454-000280,Sample Business Label 0c135faf,KEB05D5,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5680b573,Purchased,56.00,,,1.00,0.047008,Sample Business Label 14d9bbad
725-000363,Sample Business Label 05087a91,100nF 50V 1402 10% X5R,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,77.00,,,1.00,0.005198,Sample Business Label 14d9bbad
165-002679,Sample Business Label 48590ade,Sample Business Label cf5fbe26,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,14.00,,,1.00,0.109949,Sample Business Label 14d9bbad
895-000056,Sample Business Label 079c22bc,LN4716B1-24H45-0PTR,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d7716c4a,Purchased,25.00,,,1.00,0.300015,Sample Business Label 14d9bbad
539-000044,Sample Business Label b85ec631,"43K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.001469,Sample Business Label 14d9bbad
356-000227,Sample Business Label ac496e3a,X10-2000-R0A,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,35.00,,,1.00,2.640019,Sample Business Label 14d9bbad
321-000525,Sample Business Label ed66c2da,Sample Business Label ed66c2da,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,90.00,,,1.00,56.438980,Sample Business Label 14d9bbad
165-001965,Sample Business Label 3215dcdc,Sample Business Label cafd760f,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
994-000083,Sample Business Label 70cb90b6,Sample Business Label 1333a816,Sample Business Label 7bdc2d0a,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d9643929,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
972-000824,EMMC,GEMDNN064G-C9A61,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,72.00,,,1.00,,Sample Business Label 14d9bbad
588-000883,YS221_P0_(B40S)S01_PCBA,YS221_P0_(B40S)S01_PCBA,Autonomous Driving,pcs,piece,Sample Business Label f0207843,Sample Business Label 6ca8a46d,Outsourced,1.00,,,1.00,,Sample Business Label 14d9bbad
454-000010,Sample Business Label 0c135faf,ESD5Z3.3T1G,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5680b573,Purchased,140.00,,,1.00,0.111192,Sample Business Label 14d9bbad
165-001463,Sample Business Label f32b5040,Sample Business Label f75800ec,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
165-002061,Sample Business Label 9bbce9eb,Sample Business Label 66694200,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
994-000384,Sample Business Label db4d2a26,Sample Business Label be836b20,Sample Business Label 5c716e22,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d9643929,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
588-000267,Sample Business Label 948da778,801_7CONNECTOR_P3_S01_PCBA,Sample Business Label 7bdc2d0a,pcs,piece,Sample Business Label f0207843,Sample Business Label 6ca8a46d,Outsourced,17.00,,,1.00,,Sample Business Label 14d9bbad
364-000046,Sample Business Label 0ef46b3b,TMD1206P050TF/16,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label d8af7f3d,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
994-000531,Sample Business Label 99891e4d,Sample Business Label a26030d4,Sample Business Label 5c716e22,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d9643929,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
725-000152,Sample Business Label 05087a91,"150pF,50V,0603,5%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,84.00,,,1.00,,Sample Business Label 14d9bbad
795-000928,Sample Business Label cc2ae39f,Sample Business Label bbd24768,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 2d85aff0,Purchased,14.00,,,1.00,0.348944,Sample Business Label 14d9bbad
165-002337,Sample Business Label c6cd5409,Sample Business Label bc904db5,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,45.00,,,1.00,,Sample Business Label 14d9bbad
165-003437,Sample Business Label d6835ebf,T2,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,1.00,,,1.00,85.499981,Sample Business Label 14d9bbad
321-000560,Sample Business Label 5efec7b5,YN580_BAT_SCON_P2_PCB,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
849-000011,Sample Business Label 65b45af3,TMTSO3020CTS,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,25.00,,,1.00,,Sample Business Label 14d9bbad
356-000162,Sample Business Label 5b35dfe1,VB3309-024S1-TAGF,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,24.00,,,1.00,1.999987,Sample Business Label 14d9bbad
994-000537,Sample Business Label c2281e88,,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label d9643929,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
849-000794,Sample Business Label 1fac602f,Sample Business Label 37d1c6c7,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,17.00,,,1.00,,Sample Business Label 14d9bbad
165-001859,Sample Business Label fa8a3722,Sample Business Label 46814539,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,16.820050,Sample Business Label 14d9bbad
358-000100,Sample Business Label a1d3a332,CSS138,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5bce86f3,Purchased,30.00,,,1.00,0.048025,Sample Business Label 14d9bbad
972-000229,Sample Business Label 4990b36f,SDINBDG4-8G-XI1,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,59.00,,,1.00,26.415219,Sample Business Label 14d9bbad
791-000003,Sample Business Label 59d06f66,Sample Business Label e226b508,Autonomous Driving,pcs,piece,Sample Business Label f0207843,Sample Business Label eba66936,In-house,1.00,,,1.00,,Sample Business Label 14d9bbad
539-000124,Sample Business Label b85ec631,"100K,0603,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.003616,Sample Business Label 14d9bbad
849-001350,Sample Business Label 4980a8b4,,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,28.00,,,1.00,52.000001,Sample Business Label 14d9bbad
165-001045,Sample Business Label e0a96b17,Sample Business Label 26a99fde,Sample Business Label 735ac064,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,14.00,,,1.00,,Sample Business Label 14d9bbad
165-003450,Sample Business Label 4e221054,F100-GPJ120,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,39.809900,Sample Business Label 14d9bbad
972-000130,Sample Business Label 2474c82d,M93C66-WMN6TP,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,1.00,,,1.00,,Sample Business Label 14d9bbad
725-000341,Sample Business Label 58d42cf9,VP1H221M4105000CE0,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,30.00,,,1.00,0.693029,Sample Business Label 14d9bbad
165-002673,Sample Business Label 99bd0486,Sample Business Label a5f54d8f,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,35.00,,,1.00,3.699959,Sample Business Label 14d9bbad
454-000328,Sample Business Label 13a7d943,TMAJ15CA,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5680b573,Purchased,30.00,,,1.00,0.140007,Sample Business Label 14d9bbad
725-000417,Sample Business Label 05087a91,"3.3nf,25V,0201,10%,X7R",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,112.00,,,1.00,0.012995,Sample Business Label 14d9bbad
849-000221,Sample Business Label 608cb0ad,Sample Business Label df5c6855,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
733-000075,Sample Business Label de3ed42c,NPZ1608S601ATD25,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,112.00,,,1.00,0.134922,Sample Business Label 14d9bbad
165-002595,Sample Business Label 18f6658f,Sample Business Label 6ca00cc2,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,21.00,,,1.00,,Sample Business Label 14d9bbad
321-000238,Sample Business Label 1488a501,YN408_SIM_P1_PCB,Autonomous Driving,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,45.00,,,1.00,1.559965,Sample Business Label 14d9bbad
165-002623,Sample Business Label de8951be,Sample Business Label 0b614dac,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,,Sample Business Label 14d9bbad
356-000562,Sample Business Label 3f47f013,QM202B20A-07V20-115-1BA,Autonomous Driving,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label db158135,Purchased,25.00,,,1.00,0.349961,Sample Business Label 14d9bbad
725-000042,Sample Business Label 05087a91,"100nF,250V,1206,10%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,217.00,,,1.00,0.114017,Sample Business Label 14d9bbad
165-003344,Sample Business Label 5e6a71c2,,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,28.00,,,1.00,13.279986,Sample Business Label 14d9bbad
321-000367,Sample Business Label f8770645,YN402_CHARGE_P0_PCB,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,35.00,,,1.00,4.330047,Sample Business Label 14d9bbad
539-000028,Sample Business Label b85ec631,"100R,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.001921,Sample Business Label 14d9bbad
321-000435,Sample Business Label cf1587c7,Sample Business Label cf1587c7,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 17302eae,Sample Business Label cbf023bc,Purchased,30.00,,,1.00,88.320800,Sample Business Label 14d9bbad
690-000056,Sample Business Label f3ac5013,L-D150WDT-SH3,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3ac5013,Purchased,33.00,,,1.00,0.120006,Sample Business Label 14d9bbad
972-000426,Sample Business Label 6f0b2c69,TGM721XN5/TR,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,42.00,,,1.00,1.049996,Sample Business Label 14d9bbad
733-000153,Sample Business Label 26a99aed,TFT7060F-701,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,28.00,,,1.00,0.800040,Sample Business Label 14d9bbad
165-001405,Sample Business Label 34ccb91b,Sample Business Label 07e35ac6,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,35.00,,,1.00,,Sample Business Label 14d9bbad
795-001184,Sample Business Label c05022eb,Sample Business Label a48a6ba8,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 2d85aff0,Purchased,28.00,,,1.00,2.192200,Sample Business Label 14d9bbad
733-000234,Sample Business Label 1ef5a5d1,NWTC201610SR47MT,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,98.00,,,1.00,,Sample Business Label 14d9bbad
733-000202,Sample Business Label be98a238,DSEB1090-330M,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,31.00,,,1.00,6.499986,Sample Business Label 14d9bbad
725-000182,Sample Business Label 05087a91,"22uF,6.3V,0603,20%,X5R",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,161.00,,,1.00,0.065653,Sample Business Label 14d9bbad
165-003382,Sample Business Label 00b4c02c,Sample Business Label 39a8ee89,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,1.00,,,1.00,864.999971,Sample Business Label 14d9bbad
725-000178,Sample Business Label 05087a91,"33pF,50V,0402,5%,NP0",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 07789cfe,Purchased,98.00,,,1.00,0.002373,Sample Business Label 14d9bbad
165-001420,Sample Business Label eada9bb4,Sample Business Label 5a6305ea,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,14.00,,,1.00,,Sample Business Label 14d9bbad
972-000576,Sample Business Label 0896be4e,ZT8512H,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 09caa247,Purchased,42.00,,,1.00,2.199997,Sample Business Label 14d9bbad
733-000208,Sample Business Label be98a238,NWSA0402S-S47MT,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label f3f2ee9b,Purchased,77.00,,,1.00,0.360018,Sample Business Label 14d9bbad
849-000505,Sample Business Label a2d52938,Sample Business Label 91a67adb,Sample Business Label 887d7f95,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label 0f3d50d5,Purchased,18.00,,,1.00,,Sample Business Label 14d9bbad
539-000282,Sample Business Label b85ec631,"36K,0402,1%",Sample Business Label 887d7f95,pcs,piece,Sample Business Label 17302eae,Sample Business Label 5fe53d48,Purchased,84.00,,,1.00,0.001469,Sample Business Label 14d9bbad
165-003433,Sample Business Label f6a95105,T2,Sample Business Label 96053b3e,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,1.00,,,1.00,117.900019,Sample Business Label 14d9bbad
165-002513,Sample Business Label c7f6389b,Sample Business Label 04d63e42,Sample Business Label 1674b06f,pcs,piece,Sample Business Label 4bf28cec,Sample Business Label bde42e5a,Purchased,14.00,,,1.00,0.149951,Sample Business Label 14d9bbad
