seq_no,bom_version,bom_material_code,bom_level,material_code,material_name,usage_numerator,usage_denominator,standard_usage,variable_loss_rate,demand_quantity,alt_group_no,alt_part,alt_priority,alt_method,parent_material_code
2704,2026-08-05,367-000097,5,725-000046,贴片陶瓷电容,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000660
2705,2026-08-05,367-000097,5,725-000321,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2706,2026-08-05,367-000097,5,725-000410,贴片陶瓷电容,9.000000,1.000000,9.000000,0.00,9.000000,0,,0,,588-000660
2707,2026-08-05,367-000097,5,725-000438,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2708,2026-08-05,367-000097,5,539-000002,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000660
2709,2026-08-05,367-000097,5,539-000006,贴片电阻,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000660
2710,2026-08-05,367-000097,5,539-000018,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2711,2026-08-05,367-000097,5,539-000026,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000660
2712,2026-08-05,367-000097,5,539-000041,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000660
2713,2026-08-05,367-000097,5,539-000088,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2714,2026-08-05,367-000097,5,539-000097,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000660
2715,2026-08-05,367-000097,5,539-000153,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000660
2716,2026-08-05,367-000097,5,539-000162,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000660
2717,2026-08-05,367-000097,5,539-000346,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2718,2026-08-05,367-000097,5,539-000276,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2719,2026-08-05,367-000097,5,539-000329,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2720,2026-08-05,367-000097,5,539-000438,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000660
2721,2026-08-05,367-000097,5,539-000591,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000660
2722,2026-08-05,367-000097,5,539-000592,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000660
2723,2026-08-05,367-000097,5,539-000593,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2724,2026-08-05,367-000097,5,358-000171,NPN三极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000660
2725,2026-08-05,367-000097,5,972-000807,同步降压转换器,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000660
2726,2026-08-05,367-000097,5,972-000700,雷达收发器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2727,2026-08-05,367-000097,5,972-000701,EEPROM,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2728,2026-08-05,367-000097,5,356-000523,BTB连接器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2729,2026-08-05,367-000097,5,733-000045,贴片磁珠,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2730,2026-08-05,367-000097,5,733-000212,贴片磁珠,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000660
2731,2026-08-05,367-000097,5,539-000266,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000660
2732,2026-08-05,367-000097,5,725-000334,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,8,√,2,替代,588-000582
2733,2026-08-05,367-000097,5,725-000319,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,9,√,1,替代,588-000582
2734,2026-08-05,367-000097,5,725-000365,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,9,√,2,替代,588-000582
2735,2026-08-05,367-000097,5,725-000367,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,10,√,2,替代,588-000582
2736,2026-08-05,367-000097,5,690-000040,红外接收管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2737,2026-08-05,367-000097,5,690-000041,红外发射管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2738,2026-08-05,367-000097,5,358-000111,NPN三极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2739,2026-08-05,367-000097,5,539-000106,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2740,2026-08-05,367-000097,5,539-000370,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2741,2026-08-05,367-000097,5,539-000448,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2742,2026-08-05,367-000097,5,539-000253,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2743,2026-08-05,367-000097,5,539-000104,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2744,2026-08-05,367-000097,5,838-000161,光电编码读头,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2745,2026-08-05,367-000097,5,972-000427,比较器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2746,2026-08-05,367-000097,5,554-000057,LDO,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2747,2026-08-05,367-000097,5,321-000523,YS506_V2_光电编码板_P4_PCB,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2748,2026-08-05,367-000097,5,725-000012,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,8,,0,替代,588-000582
2749,2026-08-05,367-000097,5,725-000226,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,8,√,1,替代,588-000582
2750,2026-08-05,367-000097,5,725-000029,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,9,,0,替代,588-000582
2751,2026-08-05,367-000097,5,725-000171,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,11,,0,替代,588-000582
2752,2026-08-05,367-000097,5,725-000307,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,11,√,1,替代,588-000582
2753,2026-08-05,367-000097,5,725-000005,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,10,,0,替代,588-000582
2754,2026-08-05,367-000097,5,725-000179,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,10,√,1,替代,588-000582
2755,2026-08-05,367-000097,5,725-000104,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2756,2026-08-05,367-000097,5,539-000001,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000582
2757,2026-08-05,367-000097,5,539-000008,贴片电阻,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000582
2758,2026-08-05,367-000097,5,539-000032,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000582
2759,2026-08-05,367-000097,5,539-000028,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000582
2760,2026-08-05,367-000097,5,539-000002,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000582
2761,2026-08-05,367-000097,5,321-000460,YS506_V2_避障FPC_40PIN_P0_PCB,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000583
2762,2026-08-05,367-000097,5,356-000524,BTB连接器,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000583
2763,2026-08-05,367-000097,5,356-000524,BTB连接器,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000584
2764,2026-08-05,367-000097,5,321-000461,YS506_V2_定高FPC_40PIN_P0_PCB,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000584
2765,2026-08-05,367-000097,6,321-000381,YC540S_SPRINKLER_P1_PCB,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2766,2026-08-05,367-000097,6,725-000235,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,14,,0,替代,588-000469
2767,2026-08-05,367-000097,6,725-000322,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,14,√,1,替代,588-000469
2768,2026-08-05,367-000097,6,454-000087,ESD瞬态抑制二极管,6.000000,1.000000,6.000000,0.00,6.000000,15,,0,替代,588-000469
2769,2026-08-05,367-000097,6,454-000068,TVS二极管,6.000000,1.000000,6.000000,0.00,6.000000,15,√,1,替代,588-000469
2770,2026-08-05,367-000097,6,454-000123,肖特基二极管,12.000000,1.000000,12.000000,0.00,12.000000,16,,0,替代,588-000469
2771,2026-08-05,367-000097,6,454-000253,肖特基二极管,12.000000,1.000000,12.000000,0.00,12.000000,16,√,1,替代,588-000469
2772,2026-08-05,367-000097,6,454-000122,稳压二极管,12.000000,1.000000,12.000000,0.00,12.000000,17,,0,替代,588-000469
2773,2026-08-05,367-000097,6,454-000254,稳压二级管,12.000000,1.000000,12.000000,0.00,12.000000,17,√,1,替代,588-000469
2774,2026-08-05,367-000097,6,454-000237,稳压二极管,2.000000,1.000000,2.000000,0.00,2.000000,18,,0,替代,588-000469
2775,2026-08-05,367-000097,6,454-000040,稳压二极管,2.000000,1.000000,2.000000,0.00,2.000000,18,√,1,替代,588-000469
2776,2026-08-05,367-000097,6,364-000050,贴片可恢复保险丝,2.000000,1.000000,2.000000,0.00,2.000000,19,,0,替代,588-000469
2777,2026-08-05,367-000097,6,364-000049,自恢复保险丝,2.000000,1.000000,2.000000,0.00,2.000000,19,√,1,替代,588-000469
2778,2026-08-05,367-000097,6,770-000080,8芯连接器公头-插针_黑色,2.000000,1.000000,2.000000,0.00,2.000000,20,,0,替代,588-000469
2779,2026-08-05,367-000097,6,356-000412,8P连接器板端_插针_黑色,2.000000,1.000000,2.000000,0.00,2.000000,20,√,1,替代,588-000469
2780,2026-08-05,367-000097,6,770-000084,4芯连接器公头-插针_黑色,2.000000,1.000000,2.000000,0.00,2.000000,21,,0,替代,588-000469
2781,2026-08-05,367-000097,6,356-000406,4P连接器板端_插针_黑色,2.000000,1.000000,2.000000,0.00,2.000000,21,√,1,替代,588-000469
2782,2026-08-05,367-000097,6,358-000029,PNP三极管,1.000000,1.000000,1.000000,0.00,1.000000,22,,0,替代,588-000469
2783,2026-08-05,367-000097,6,358-000135,PNP三极管,1.000000,1.000000,1.000000,0.00,1.000000,22,√,1,替代,588-000469
2784,2026-08-05,367-000097,6,454-000108,肖特基二极管,6.000000,1.000000,6.000000,0.00,6.000000,23,,0,替代,588-000469
2785,2026-08-05,367-000097,6,454-000200,肖特基二极管,6.000000,1.000000,6.000000,0.00,6.000000,23,√,1,替代,588-000469
2786,2026-08-05,367-000097,6,972-000610,CAN收发器,2.000000,1.000000,2.000000,0.00,2.000000,24,,0,替代,588-000469
2787,2026-08-05,367-000097,6,972-000605,CAN收发器,2.000000,1.000000,2.000000,0.00,2.000000,24,√,1,替代,588-000469
2788,2026-08-05,367-000097,6,527-000003,贴片无源晶振,2.000000,1.000000,2.000000,0.00,2.000000,25,,0,替代,588-000469
2789,2026-08-05,367-000097,6,725-000261,电解电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000469
2790,2026-08-05,367-000097,6,725-000012,贴片陶瓷电容,38.000000,1.000000,38.000000,0.00,38.000000,0,,0,,588-000469
2791,2026-08-05,367-000097,6,725-000028,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000469
2792,2026-08-05,367-000097,6,725-000040,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000469
2793,2026-08-05,367-000097,6,725-000072,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2794,2026-08-05,367-000097,6,725-000048,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2795,2026-08-05,367-000097,6,725-000176,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2796,2026-08-05,367-000097,6,725-000222,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000469
2797,2026-08-05,367-000097,6,725-000007,贴片陶瓷电容,8.000000,1.000000,8.000000,0.00,8.000000,0,,0,,588-000469
2798,2026-08-05,367-000097,6,725-000038,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2799,2026-08-05,367-000097,6,725-000074,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000469
2800,2026-08-05,367-000097,6,725-000046,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000469
2801,2026-08-05,367-000097,6,725-000100,贴片陶瓷电容,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000469
2802,2026-08-05,367-000097,6,725-000029,贴片陶瓷电容,12.000000,1.000000,12.000000,0.00,12.000000,0,,0,,588-000469
2803,2026-08-05,367-000097,6,725-000149,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000469
2804,2026-08-05,367-000097,6,725-000128,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000469
2805,2026-08-05,367-000097,6,454-000202,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2806,2026-08-05,367-000097,6,454-000213,贴片开关二极管,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000469
2807,2026-08-05,367-000097,6,454-000241,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2808,2026-08-05,367-000097,6,690-000012,贴片发光二极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2809,2026-08-05,367-000097,6,364-000053,熔断型保险丝,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2810,2026-08-05,367-000097,6,364-000041,贴片自恢复保险丝,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2811,2026-08-05,367-000097,6,356-000282,8芯（4+4）连接器板端_插针_黑色,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2812,2026-08-05,367-000097,6,733-000129,绕线贴片功率电感,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2813,2026-08-05,367-000097,6,358-000069,NMOS,12.000000,1.000000,12.000000,0.00,12.000000,0,,0,,588-000469
2814,2026-08-05,367-000097,6,358-000119,PNP三极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2815,2026-08-05,367-000097,6,358-000111,NPN三极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2816,2026-08-05,367-000097,6,358-000120,PMOS,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2817,2026-08-05,367-000097,6,539-000026,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2818,2026-08-05,367-000097,6,539-000162,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2819,2026-08-05,367-000097,6,539-000014,贴片电阻,12.000000,1.000000,12.000000,0.00,12.000000,0,,0,,588-000469
2820,2026-08-05,367-000097,6,539-000271,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2821,2026-08-05,367-000097,6,539-000247,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2822,2026-08-05,367-000097,6,539-000008,贴片电阻,37.000000,1.000000,37.000000,0.00,37.000000,0,,0,,588-000469
2823,2026-08-05,367-000097,6,539-000040,贴片电阻,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000469
2824,2026-08-05,367-000097,6,539-000031,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2825,2026-08-05,367-000097,6,539-000006,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2826,2026-08-05,367-000097,6,539-000022,贴片电阻,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000469
2827,2026-08-05,367-000097,6,539-000002,贴片电阻,42.000000,1.000000,42.000000,0.00,42.000000,0,,0,,588-000469
2828,2026-08-05,367-000097,6,539-000004,贴片电阻,8.000000,1.000000,8.000000,0.00,8.000000,0,,0,,588-000469
2829,2026-08-05,367-000097,6,539-000001,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000469
2830,2026-08-05,367-000097,6,539-000451,贴片电阻,24.000000,1.000000,24.000000,0.00,24.000000,0,,0,,588-000469
2831,2026-08-05,367-000097,6,539-000446,贴片电阻,7.000000,1.000000,7.000000,0.00,7.000000,0,,0,,588-000469
2832,2026-08-05,367-000097,6,539-000388,热敏电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2833,2026-08-05,367-000097,6,539-000005,贴片电阻,10.000000,1.000000,10.000000,0.00,10.000000,0,,0,,588-000469
2834,2026-08-05,367-000097,6,539-000041,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2835,2026-08-05,367-000097,6,539-000322,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2836,2026-08-05,367-000097,6,539-000114,贴片电阻,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000469
2837,2026-08-05,367-000097,6,539-000532,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2838,2026-08-05,367-000097,6,539-000028,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2839,2026-08-05,367-000097,6,539-000263,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2840,2026-08-05,367-000097,6,539-000155,贴片电阻,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000469
2841,2026-08-05,367-000097,6,539-000018,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2842,2026-08-05,367-000097,6,539-000106,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2843,2026-08-05,367-000097,6,539-000154,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2844,2026-08-05,367-000097,6,539-000385,贴片电阻,7.000000,1.000000,7.000000,0.00,7.000000,0,,0,,588-000469
2845,2026-08-05,367-000097,6,454-000222,TVS二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2846,2026-08-05,367-000097,6,454-000235,TVS二极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2847,2026-08-05,367-000097,6,733-000121,贴片共模电感,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2848,2026-08-05,367-000097,6,972-000005,低压差线性稳压器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2849,2026-08-05,367-000097,6,972-000475,电源芯片,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000469
2850,2026-08-05,367-000097,6,972-000488,三相独立半桥驱动芯片,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2851,2026-08-05,367-000097,6,972-000410,MCU,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2852,2026-08-05,367-000097,6,972-000092,运算放大器,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2853,2026-08-05,367-000097,6,972-000458,电压比较器,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000469
2854,2026-08-05,367-000097,6,527-000023,贴片无源晶振,2.000000,1.000000,2.000000,0.00,2.000000,25,√,1,替代,588-000469
2855,2026-08-05,367-000097,6,527-000025,贴片无源晶振,2.000000,1.000000,2.000000,0.00,2.000000,25,√,2,替代,588-000469
2856,2026-08-05,367-000097,6,725-000235,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,14,,0,替代,588-000466
2857,2026-08-05,367-000097,6,725-000322,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,14,√,1,替代,588-000466
2858,2026-08-05,367-000097,6,454-000087,ESD瞬态抑制二极管,6.000000,1.000000,6.000000,0.00,6.000000,15,,0,替代,588-000466
2859,2026-08-05,367-000097,6,454-000068,TVS二极管,6.000000,1.000000,6.000000,0.00,6.000000,15,√,1,替代,588-000466
2860,2026-08-05,367-000097,6,454-000123,肖特基二极管,12.000000,1.000000,12.000000,0.00,12.000000,16,,0,替代,588-000466
2861,2026-08-05,367-000097,6,454-000253,肖特基二极管,12.000000,1.000000,12.000000,0.00,12.000000,16,√,1,替代,588-000466
2862,2026-08-05,367-000097,6,454-000122,稳压二极管,12.000000,1.000000,12.000000,0.00,12.000000,17,,0,替代,588-000466
2863,2026-08-05,367-000097,6,454-000254,稳压二级管,12.000000,1.000000,12.000000,0.00,12.000000,17,√,1,替代,588-000466
2864,2026-08-05,367-000097,6,454-000237,稳压二极管,2.000000,1.000000,2.000000,0.00,2.000000,18,,0,替代,588-000466
2865,2026-08-05,367-000097,6,454-000040,稳压二极管,2.000000,1.000000,2.000000,0.00,2.000000,18,√,1,替代,588-000466
2866,2026-08-05,367-000097,6,364-000050,贴片可恢复保险丝,2.000000,1.000000,2.000000,0.00,2.000000,19,,0,替代,588-000466
2867,2026-08-05,367-000097,6,364-000049,自恢复保险丝,2.000000,1.000000,2.000000,0.00,2.000000,19,√,1,替代,588-000466
2868,2026-08-05,367-000097,6,770-000080,8芯连接器公头-插针_黑色,2.000000,1.000000,2.000000,0.00,2.000000,20,,0,替代,588-000466
2869,2026-08-05,367-000097,6,356-000412,8P连接器板端_插针_黑色,2.000000,1.000000,2.000000,0.00,2.000000,20,√,1,替代,588-000466
2870,2026-08-05,367-000097,6,770-000084,4芯连接器公头-插针_黑色,2.000000,1.000000,2.000000,0.00,2.000000,21,,0,替代,588-000466
2871,2026-08-05,367-000097,6,356-000406,4P连接器板端_插针_黑色,2.000000,1.000000,2.000000,0.00,2.000000,21,√,1,替代,588-000466
2872,2026-08-05,367-000097,6,358-000029,PNP三极管,1.000000,1.000000,1.000000,0.00,1.000000,22,,0,替代,588-000466
2873,2026-08-05,367-000097,6,358-000135,PNP三极管,1.000000,1.000000,1.000000,0.00,1.000000,22,√,1,替代,588-000466
2874,2026-08-05,367-000097,6,454-000108,肖特基二极管,6.000000,1.000000,6.000000,0.00,6.000000,23,,0,替代,588-000466
2875,2026-08-05,367-000097,6,454-000200,肖特基二极管,6.000000,1.000000,6.000000,0.00,6.000000,23,√,1,替代,588-000466
2876,2026-08-05,367-000097,6,972-000610,CAN收发器,2.000000,1.000000,2.000000,0.00,2.000000,24,,0,替代,588-000466
2877,2026-08-05,367-000097,6,972-000605,CAN收发器,2.000000,1.000000,2.000000,0.00,2.000000,24,√,1,替代,588-000466
2878,2026-08-05,367-000097,6,527-000003,贴片无源晶振,2.000000,1.000000,2.000000,0.00,2.000000,25,,0,替代,588-000466
2879,2026-08-05,367-000097,6,725-000261,电解电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000466
2880,2026-08-05,367-000097,6,725-000012,贴片陶瓷电容,42.000000,1.000000,42.000000,0.00,42.000000,0,,0,,588-000466
2881,2026-08-05,367-000097,6,725-000028,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000466
2882,2026-08-05,367-000097,6,725-000040,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000466
2883,2026-08-05,367-000097,6,725-000072,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2884,2026-08-05,367-000097,6,725-000048,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2885,2026-08-05,367-000097,6,725-000176,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2886,2026-08-05,367-000097,6,725-000222,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000466
2887,2026-08-05,367-000097,6,725-000007,贴片陶瓷电容,8.000000,1.000000,8.000000,0.00,8.000000,0,,0,,588-000466
2888,2026-08-05,367-000097,6,725-000038,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000466
2889,2026-08-05,367-000097,6,725-000074,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000466
2890,2026-08-05,367-000097,6,725-000046,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000466
2891,2026-08-05,367-000097,6,725-000100,贴片陶瓷电容,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000466
2892,2026-08-05,367-000097,6,725-000029,贴片陶瓷电容,12.000000,1.000000,12.000000,0.00,12.000000,0,,0,,588-000466
2893,2026-08-05,367-000097,6,725-000149,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000466
2894,2026-08-05,367-000097,6,725-000128,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000466
2895,2026-08-05,367-000097,6,454-000202,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2896,2026-08-05,367-000097,6,454-000213,贴片开关二极管,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000466
2897,2026-08-05,367-000097,6,454-000241,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2898,2026-08-05,367-000097,6,690-000012,贴片发光二极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000466
2899,2026-08-05,367-000097,6,364-000053,熔断型保险丝,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2900,2026-08-05,367-000097,6,364-000041,贴片自恢复保险丝,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2901,2026-08-05,367-000097,6,356-000282,8芯（4+4）连接器板端_插针_黑色,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2902,2026-08-05,367-000097,6,733-000129,绕线贴片功率电感,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2903,2026-08-05,367-000097,6,358-000069,NMOS,14.000000,1.000000,14.000000,0.00,14.000000,0,,0,,588-000466
2904,2026-08-05,367-000097,6,358-000119,PNP三极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2905,2026-08-05,367-000097,6,358-000109,P沟道MOS管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000466
2906,2026-08-05,367-000097,6,358-000111,NPN三极管,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000466
2907,2026-08-05,367-000097,6,358-000120,PMOS,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2908,2026-08-05,367-000097,6,539-000100,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000466
2909,2026-08-05,367-000097,6,539-000026,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2910,2026-08-05,367-000097,6,539-000162,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000466
2911,2026-08-05,367-000097,6,539-000014,贴片电阻,12.000000,1.000000,12.000000,0.00,12.000000,0,,0,,588-000466
